id	x	y	name	value	clans_id	clans_name	color	routes	factions_id	production
319	-605	458	Humboldt319	113	1072	TheNewOrder-	00ffa4	-379	970	27
320	-699	-294	AUSSIESTRAP	8410	1072	TheNewOrder-	00ffa4	-380;-404	970	64
321	-94	-753	FiddleStick	17489	1708	ArtOfWar	00abff	-381;-405	971	74
322	605	-458	Sputnik-7	23304	833	Resistance	00ffa4	-382;+501	970	89
323	700	294	Chunky-STACK	904	1072	TheNewOrder-	00ffa4	-383;-488	970	60
324	94	754	Zerbasket	212	1072	TheNewOrder-	00ffa4	-384;-408	970	41
325	714	744	Blue_Velvet	479	1072	TheNewOrder-	00ffa4	-349;-385	970	47
326	-287	991	hurrinado	61161	1072	TheNewOrder-	00ffa4	-350;-386	970	40
327	-1002	246	Piri	126	1523	Highlander	ff0027	-351;-387	973	15
328	-714	-744	Mama	15360	1708	ArtOfWar	00abff	+352;+388	971	38
329	287	-991	Starblanket	424	833	Resistance	00ffa4	-353;-389	970	28
330	1002	-246	GreenCanHave	245	1072	TheNewOrder-	00ffa4	-354;-390	970	48
331	-714	744	LoveTea	35739	1072	TheNewOrder-	00ffa4	-355;-391	970	91
332	-1002	-246	top4	28937	1708	ArtOfWar	00abff	-356;-392	971	85
333	-287	-991	Trip3s-333	153068	1715	Mythics	e400ff	-357;-393	972	57
334	714	-744	AratHole-334	39554	833	Resistance	00ffa4	+358;+394	970	65
335	1002	246	Mins-335	2105	1072	TheNewOrder-	00ffa4	-359;-395	970	71
336	287	991	TacoChasm	45164	1072	TheNewOrder-	00ffa4	+360;-396	970	88
337	709	556	Lovers	1456	1072	TheNewOrder-	00ffa4		970	70
338	-118	896	Habs-338	102	1072	TheNewOrder-	00ffa4		970	15
339	-835	339	CROSS-339	358	1712	True.Blue	ff0027		973	86
340	-712	-554	AZSH-ASBO	14673	1637	All-Star	00abff		971	94
341	126	-892	IChat2Much	9245	833	Resistance	00ffa4		970	57
342	836	-335	Lizbeth-342	209	1072	TheNewOrder-	00ffa4		970	30
343	-710	555	Sirius-343	150	1072	TheNewOrder-	00ffa4		970	36
344	-836	-340	BadDecisions	6150	1708	ArtOfWar	00abff		971	29
345	-111	-897	PeaceKeeper	17450	1708	ArtOfWar	00abff		971	83
346	710	-555	GniceOutpost	489	833	Resistance	00ffa4		970	39
347	836	335	stophighland	426	1072	TheNewOrder-	00ffa4		970	34
348	127	892	DeadBrother	258	1072	TheNewOrder-	00ffa4		970	31
349	782	789	yes4us	588	1072	TheNewOrder-	00ffa4	-385	970	47
350	-292	1072	HoleRider	1771	1072	TheNewOrder-	00ffa4	-386	970	58
351	-1075	283	browntlilbin	294	1712	True.Blue	ff0027	-387	973	36
352	-782	-789	anke	59354	1637	All-Star	00abff	+388	971	78
353	292	-1072	blub	108	833	Resistance	00ffa4	-389	970	26
354	1075	-283	ArtOfBigbind	225	1072	TheNewOrder-	00ffa4	-390	970	54
355	-782	789	SmellyHoley	1280	1072	TheNewOrder-	00ffa4	-391	970	78
356	-1075	-283	EasierSouth	1303	1708	ArtOfWar	00abff	-392	971	57
357	-292	-1072	Galconiania	7980	1715	Mythics	e400ff	-393	972	97
358	782	-789	SolomansKeep	5621	833	Resistance	00ffa4	+394	970	47
359	1075	283	TBForeva1	83	1072	TheNewOrder-	00ffa4	-395	970	20
360	292	1072	DS2	21286	1072	TheNewOrder-	00ffa4	-396	970	65
361	567	617	Erebus	67554	1072	TheNewOrder-	00ffa4	-409	970	37
362	-251	800	DeafHole	763	1072	TheNewOrder-	00ffa4	-410;-483	970	66
363	-818	182	PorkPilot	11386	1712	True.Blue	ff0027	+411	973	67
364	-567	-617	Scolexicon	19296	1708	ArtOfWar	00abff	+412	971	47
365	251	-800	NoU	201	833	Resistance	00ffa4	-413	970	20
366	818	-182	squishy	146	1072	TheNewOrder-	00ffa4	-414	970	35
367	-567	617	WarPost-367	133	1072	TheNewOrder-	00ffa4	-415	970	16
368	-818	-182	TRUEBLUEWALL	13519	1708	ArtOfWar	00abff	-416;-500;-509	971	38
369	-251	-800	Dark.Light	23523	1708	ArtOfWar	00abff	-417;-506	971	78
370	567	-617	Atwood-370	17595	41	Ghosts	00ffa4	-418	970	48
371	818	182	ComeTB-371	485	1072	TheNewOrder-	00ffa4	+419	970	31
372	251	800	Lyrical-372	33345	1072	TheNewOrder-	00ffa4	-420;-484	970	89
373	625	498	DopDop-373	88157	1072	TheNewOrder-	00ffa4	-397;-495	970	42
374	-118	791	Penta-374	2991	1072	TheNewOrder-	00ffa4	-398	970	85
375	-744	293	Rusty_Bridge	20557	1712	True.Blue	ff0027	+399	973	71
376	-625	-498	Gatekeep-376	31894	1708	ArtOfWar	00abff	-400	971	48
377	118	-791	PipeBags	121	833	Resistance	00ffa4	-401	970	29
378	744	-293	Snowy-378	334	1072	TheNewOrder-	00ffa4	-402	970	40
379	-625	498	Wallofwar	462	1072	TheNewOrder-	00ffa4	-403	970	38
380	-744	-293	Lobaszo	525	1072	TheNewOrder-	00ffa4	-404	970	42
381	-118	-791	SlawDog	85332	1708	ArtOfWar	00abff	-405	971	94
382	627	-497	LuvGhosts	931	833	Resistance	00ffa4	-501	970	82
383	744	293	Sidestar-383	92	1072	TheNewOrder-	00ffa4	-488	970	22
384	118	791	SkinnyTeapot	540	1072	TheNewOrder-	00ffa4	-408	970	52
385	796	729	Ashlya-385	971	1072	TheNewOrder-	00ffa4		970	74
386	-233	1055	RES_Rocks222	125	1072	TheNewOrder-	00ffa4		970	30
387	-1030	325	newlife	406	1712	True.Blue	ff0027		973	92
388	-796	-729	nolol	6938	1637	All-Star	00abff		971	35
389	233	-1055	Tiara	426	833	Resistance	00ffa4		970	34
390	1030	-325	LockDowm	113	1072	TheNewOrder-	00ffa4		970	27
391	-796	729	ASC-391	1031	1072	TheNewOrder-	00ffa4		970	88
392	-1030	-325	RustyPlate	29060	1708	ArtOfWar	00abff		971	93
393	-233	-1055	Cletus-393	864	1715	Mythics	e400ff		972	96
394	796	-729	BeerInHold	247426	833	Resistance	00ffa4		970	48
395	1030	325	Zero_Ohms	11104	1072	TheNewOrder-	00ffa4		970	97
396	233	1055	Enterprise	2043	1072	TheNewOrder-	00ffa4		970	98
397	567	523	flat-bread	79	1072	TheNewOrder-	00ffa4	-409	970	19
398	-167	733	TheWatch-398	758	1072	TheNewOrder-	00ffa4	-410	970	91
399	-723	221	Royket-399	383	750	N.W.A	ff0027	+411	973	46
400	-554	-519	Scaramouche	1011	1708	ArtOfWar	00abff	-412	971	19
401	171	-743	WALL-E	3891	833	Resistance	00ffa4	-413	970	92
402	730	-227	Curator-402	192	41	Ghosts	00ffa4	+414	970	23
403	-559	528	DarkTatto403	154	1072	TheNewOrder-	00ffa4	-415	970	37
404	-735	-222	Cygnus-404	398	1072	TheNewOrder-	00ffa4	416;500	970	65
405	-170	-736	ForgeOfDak	34010	1708	ArtOfWar	00abff	-417	971	55
406	553	-516	Carnage-406	33556	1072	TheNewOrder-	00ffa4	+418;-501	970	95
407	728	214	stop1	25390	1072	TheNewOrder-	00ffa4	-419;-488	970	95
408	176	748	AtAllCost408	2991	1072	TheNewOrder-	00ffa4	-420	970	58
409	558	556	ETHEREA	9780	1072	TheNewOrder-	00ffa4		970	83
410	-202	762	MINS	8055	1072	TheNewOrder-	00ffa4	-483	970	95
411	-760	206	Dingle-Trix	57558	1712	True.Blue	ff0027		973	99
412	-558	-554	HIGHLAND-412	25593	1637	All-Star	00abff		971	51
413	208	-766	Cepheus-413	1286	833	Resistance	00ffa4		970	79
414	760	-206	QueenCity	79687	1072	TheNewOrder-	00ffa4		970	99
415	-558	556	NWA_Capital	200	1072	TheNewOrder-	00ffa4		970	24
416	-765	-203	Rock-416	27782	1708	ArtOfWar	00abff	-500	971	47
417	-200	-761	NORTHGATE	15699	1708	ArtOfWar	00abff	-506	971	47
418	558	-554	MobileOHM	292	41	Ghosts	00ffa4	-501	970	35
419	768	203	WeComming	28362	1072	TheNewOrder-	00ffa4		970	58
420	206	764	PablosEnd	150	1072	TheNewOrder-	00ffa4	-484	970	36
421	143	161	BellPecker	825	1072	TheNewOrder-	00ffa4	-432;-443;-485	970	66
422	-61	202	tredstone422	14500	1072	TheNewOrder-	00ffa4	-444	970	70
423	-213	47	Altered-Ego	1181	1072	TheNewOrder-	00ffa4	+439	970	53
424	-143	-155	Egregious-42	875	1072	TheNewOrder-	00ffa4	+440;+481	970	64
425	55	-213	DS3	941	1072	TheNewOrder-	00ffa4	+441	970	31
426	214	-52	Foundry	2706	41	Ghosts	00ffa4	-442	970	66
427	-156	154	Exit-427	44614	1072	TheNewOrder-	00ffa4	-435	970	87
428	-203	-46	AllTurd-Ego	4478	1072	TheNewOrder-	00ffa4	-436	970	94
429	-55	-209	SHIELD-429	12885	1072	TheNewOrder-	00ffa4	-437	970	36
430	154	-149	Araen	5508	1072	TheNewOrder-	00ffa4	-438;+510	970	66
431	218	58	Girk	974	41	Ghosts	00ffa4	-499	970	65
432	68	203	SansArt-432	400003	1072	TheNewOrder-	00ffa4	-434;-508	970	78
433	260	120	Ozymandias	6915	1072	TheNewOrder-	00ffa4	-443;-499;-511	970	84
434	27	276	JKLB_2	18679	1072	TheNewOrder-	00ffa4	-444	970	63
435	-226	161	BigNubTurkey	1493	1072	TheNewOrder-	00ffa4	+439	970	51
436	-253	-114	SOORYALLstar	321	1072	TheNewOrder-	00ffa4	-440	970	77
437	-27	-276	TyrantAce	9306	1072	TheNewOrder-	00ffa4	-441	970	27
438	226	-161	GhostsEnough	39304	1072	TheNewOrder-	00ffa4	-442;-503	970	36
439	-253	114	BorderTown	7007	1072	TheNewOrder-	00ffa4		970	85
440	-226	-161	dackel	7403	1072	TheNewOrder-	00ffa4		970	86
441	27	-276	Grenze-441	275	1072	TheNewOrder-	00ffa4		970	33
442	249	-114	PetzHole	744	1072	TheNewOrder-	00ffa4	-503	970	49
443	226	161	End.	9541	1072	TheNewOrder-	00ffa4	-499;-511	970	98
444	-27	276	Four-444444	24316	1072	TheNewOrder-	00ffa4		970	72
445	496	409	Ding	4354	1072	TheNewOrder-	00ffa4	-479	970	70
446	-106	634	Redstate-446	200	1072	TheNewOrder-	00ffa4	-480;-493	970	32
447	-602	225	NICEWALL.TB.	619068	1712	True.Blue	ff0027	-475	973	75
448	-496	-409	Lara_Star	74945	1637	All-Star	00abff	-476	971	99
449	106	-634	Frick-449	9652	833	Resistance	00ffa4	-477	970	97
450	602	-225	flyrobinfly	13111	1072	TheNewOrder-	00ffa4	-478	970	76
451	-496	409	Farewell	345	1072	TheNewOrder-	00ffa4	471	970	50
452	-602	-225	RoidPadgent	3062	1072	TheNewOrder-	00ffa4	472;-505	970	63
453	-106	-634	Biloxi-452	27268	833	Resistance	00ffa4	-473	970	82
454	496	-409	OhmLand-454	18474	833	Resistance	00ffa4	-474	970	74
455	602	225	BeBs-Border	525	1072	TheNewOrder-	00ffa4	+469;-507	970	21
456	106	634	HazyWingHole	6327	1072	TheNewOrder-	00ffa4	-470	970	55
457	419	318	AnkleHero457	179	1072	TheNewOrder-	00ffa4	-479	970	43
458	-66	522	stopsuicidin	512	1072	TheNewOrder-	00ffa4	-480	970	69
459	-485	204	BudderCup	1561	41	Ghosts	00ffa4	475	970	65
460	-419	-318	wendy	24758	1637	All-Star	00abff	-476	971	79
461	66	-522	WALL2	1979	1072	TheNewOrder-	00ffa4	-477	970	87
462	485	-204	A_3of4_star	115367	41	Ghosts	00ffa4	-478	970	86
463	-419	318	DelicateNose	450	1072	TheNewOrder-	00ffa4	471	970	90
464	-485	-204	Mins-464	71	1072	TheNewOrder-	00ffa4	472;-505	970	17
465	-66	-522	Witch-taint	19568	76	OldFarts	e8ff00	473	974	89
466	422	-313	Portal	1074	41	Ghosts	00ffa4	-474;-489	970	39
467	486	203	Simplet-467	884	833	Resistance	00ffa4	-469;-490	970	53
468	66	522	GniceMistake	15109	1072	TheNewOrder-	00ffa4	-470	970	95
469	519	271	Splenditude	78956	833	Resistance	00ffa4	-479;+490	970	85
470	24	586	Niceland-426	246	1072	TheNewOrder-	00ffa4	-480;-493	970	59
471	-495	314	Sideout	9320	1712	True.Blue	ff0027	-475	973	48
472	-519	-271	mr.oujia	61189	1637	All-Star	00abff	-476;-498;505	971	77
473	-24	-586	Teapot-473	7226	1072	TheNewOrder-	00ffa4	-477	970	94
474	495	-314	Starlite	672	833	Resistance	00ffa4	-478;-489	970	66
475	-519	271	TallyWhacker	3340	1712	True.Blue	ff0027		973	39
476	-495	-314	PenileColony	2629	1708	ArtOfWar	00abff	-498	971	32
477	24	-586	PillarOfArt	193	1072	TheNewOrder-	00ffa4		970	32
478	519	-271	PensesFly	197540	41	Ghosts	00ffa4		970	29
479	495	314	LonelyMountn	922	1072	TheNewOrder-	00ffa4		970	63
480	-24	586	Determined	4777	1072	TheNewOrder-	00ffa4	-493	970	73
481	-137	-196	Maia	1168	1072	TheNewOrder-	00ffa4		970	35
482	-709	-65	good	2112	1072	TheNewOrder-	00ffa4		970	67
483	-287	786	TTzz-483	311	1072	TheNewOrder-	00ffa4		970	36
484	275	757	Sparta	179	1072	TheNewOrder-	00ffa4		970	43
485	86	126	Awsomamation	1052	1072	TheNewOrder-	00ffa4	-508;-512	970	85
486	-348	281	MYTHICSWALL	1384	1072	TheNewOrder-	00ffa4		970	18
487	-318	629	killer	80	1072	TheNewOrder-	00ffa4		970	15
488	705	249	WARoFART	35629	1072	TheNewOrder-	00ffa4		970	61
489	405	-342	MakinBacon	281	833	Resistance	00ffa4	-504	970	59
490	448	214	RustyChicken	605687	1072	TheNewOrder-	00ffa4		970	86
491	-21	64	Teapot-Heart	250	1072	TheNewOrder-	00ffa4	-508	970	30
492	-288	-597	RedSoloCup	8367	41	Ghosts	00ffa4		970	38
493	-30	653	war	7802	1072	TheNewOrder-	00ffa4		970	89
494	422	-57	Joe	196	1072	TheNewOrder-	00ffa4		970	47
495	618	420	Bruh	210	833	Resistance	00ffa4	-496	970	49
496	645	393	Irrelevant	7387	1072	TheNewOrder-	00ffa4		970	82
497	-197	-352	Mins-497	1805	1072	TheNewOrder-	00ffa4		970	84
498	-576	-343	DustyHole	62975	1708	ArtOfWar	00abff		971	67
499	229	96	Butt2butt	12548	41	Ghosts	00ffa4		970	53
500	-764	-144	LastSLstar	3762	1708	ArtOfWar	00abff		971	51
501	591	-506	ShotHeart	1268	833	Resistance	00ffa4		970	38
502	-437	577	Paternal-502	63	1072	TheNewOrder-	00ffa4		970	15
503	280	-120	Iguano	2431	41	Ghosts	00ffa4		970	32
504	375	-337	pitu	6749	833	Resistance	00ffa4		970	16
505	-552	-227	BarkNup	5251	1072	TheNewOrder-	00ffa4		970	25
506	-191	-809	MayorKeisha	59340	1708	ArtOfWar	00abff		971	72
507	629	201	GniceNorth	72417	1072	TheNewOrder-	00ffa4		970	92
508	44	130	StAndrewz	1268	1072	TheNewOrder-	00ffa4	-512	970	76
509	-878	-137	Ara-509	972	1708	ArtOfWar	00abff		971	36
510	99	-115	BoyInBlue	167	1072	TheNewOrder-	00ffa4		970	20
511	282	167	The3	201	1072	TheNewOrder-	00ffa4		970	16
512	106	52	TBFREEPEOPLE	2777	1072	TheNewOrder-	00ffa4		970	60
513	0	-1024	Polaris	1000						250
