id	name	estdate	icon	score	about	factions_id
1309	sanad1995	2017-04-15	AQ4OBAAHPD3////9AAAD1KqoPSqqo9KAAD0oAAPSqqo9Cqqj1AAKPQAAo9Kqqj1KqoPQAAA/////	0	sanad1995	
1310	xX_jabrot_Xx	2017-04-16	AQ4OBAAwDAdVVVV3VVVffVVX1fVV9VfVfVVfX1VVf9VVVfVVVX/VVV9fVV/VfVfVVdV1VVdfVVV/	0	hello guys	
1311	asad	2017-04-18	AQ4OBAAwAAJVVVVUAAABQAAAFBUFQUEQRBQVBUFAAAAUAAABQAAAFAVVAUFAFBQQAEFAAAAVVVVV	0	kill	
1312	SOHUH	2017-04-19	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0		
1313	Destiny	2017-04-19	AQ4OBAAhETeqqqqqqqqqqvr6qrX16q1VV6rVVXqtVVeq1VV6q1Veqq1Xqqq16qqq+qqqqqqqqqqq	0	Amor Fati'	
1314	Lahmacun_TR	2017-04-20	AQ4OBAAiChAAAAABVAFUFQAFQUBQFBAVQEAFpQABb5QAFvlAAFpQAQFUBBQFAUFQAFQVQBVAAAAD	0	R u kebab? join our club	
1315	RtHandRosie	2017-04-20	AQ4OBAA/DAeqqq/6qqr/qqqv9Vr6/1Wvr/Va+v9Vr6/1Wvr/Va+v9Vr6/1Wvr/Va+v9VpVVVWlVV	0	Get loud and make a mess	
1316	Terrestrians	2017-04-22	AQ4OBAAEJBr////////////f//X1f/1VVf9VWVfVVuVeVW6l+VW5X+Vbpf+q/p////r////v////	0	Homeworlds For All	
1317	Regal	2017-04-23	AQ4OBAAVKj8AAAAIDAMCY7DslbAA5Rvw/kBs85APwD8DbAOcELDgQAAAAIkQRiIEoQhGIIkRCKIE	0	~	
1318	Potemkin	2017-04-26	AQ4OBAAwPyoAAAAAFVVAAVVVABQAUAFABQAUAFABQAUAFVVQAVVUABQAAAFAAAAUAAABQAAAVQAA	0	The clan you wont join.	
1319	proxywar	2017-04-27	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0		
1320	Au_Nation	2017-05-02	AQ4OBAA/DAdVVVVVVVVVVAVVVQQVVVFRVVUVEUVRURRVABFFUVEUVRURRVFRAFVVVVVVVVVVVVVV	0	Welcome to Au Nation	
1321	play_4fun	2017-05-03	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	play for fun	
1322	smoke	2017-05-04	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	smoke	
1323	Cosmos-	2017-05-05	AQ4OBAAHPycAAAADMPDMDzrPAANcAAzacwPOCzwTZZyCNlnEPOCzwM2nMAA1wADzrPAzDwzAAAAA	0		
1324	remember-me	2017-05-06	AQ4OBAAiMQeqgCqqqAKqqoAqqqgCqqqAKqqoAqqqgCqqqAKqqqCqqqqqqqqgqqqqCqqqqqqqqqqq	0	always remember!	
1325	howbowdah	2017-05-08	AQ4OBAAwDAdVYL/1Vgv/VWC/9UAAP1Rgs/VGCz8AAAAFRgs/VWC/9VYL/1Vgv/VWC/9VYL/wAAAA	0	campers are bad mmkay	
1326	ALASA6IR	2017-05-09	AQ4OBAAwDAPVWv/TVa/0DVr9ADWvQADa0AADpACqraqqqnqqABrAAAenAAH6XAB/pXAf+lXH/6VX	0	#3rb_for_ever	
1327	Kommune	2017-05-11	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	Get swifty	
1328	StarGazers	2017-05-13	AQ4OBAA/AAf/9f///1//8DXwPP9c/8P1z/8PXP/8Ncw/81zzwPXw//9f///Vf//9V///VV//1VV/	0	Look To The Stars	
1329	solitary-1	2017-05-13	AQ4OBAAVADRVVVVU9FHxQz/MFwBQDXNVXNQ0AcFTTxxUNPHBQ0AcFzVVzXAFANQz/MFPRR8VVVVV	0		
1330	Chastity	2017-05-17	AQ4OBAAwDAcAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA	0	Don't accept dck 2 Win	
1331	Phoenix-	2017-05-17	AQ4OBAAgECAKqqoAKoqAQKAgEwoqDMQggTEwUMRMShMbEFBO5xBNubQB5m4AC5uEUS7hEES4VVVS	0	Rising From The Ashes	
1332	Prime	2017-05-17	AQ4OBAA2MAEAAAAAAAAAlQlJSSQEhJJJSEkkgISVCUlJAAAAkAlJSQAEhAAJSEAAgIQACUlAAAAA	0	Best don a flak jacket	
1333	MudCrabs	2017-05-18	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0		
1334	MeMyselfI	2017-05-18	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	Lonely	
1335	Whole_Heart	2017-05-22	AQ4OBAAwDAcAAAAAAAAAAVBUAFVVUBaqqUFvD5QWzzlBbPOUFrDpQFr6UAFqlAAFpQAAFUAAAAAA	0	keep your heart whole	
1336	Celestial	2017-05-23	AQ4OBAABPzwAAAAAMAMAAAwAAAgIEAgEAAAAAgAxAwAAAAAwDCAAAAAzDABAAACAAIAADAAAAAAA	0	Name I wanted was used.	
1337	Japan_2RE	2017-05-25	AQ4OBAAfIBUAAAAAAAAABEQEQERARAREBEBEUEQERERAREBEBEQEQERARABEAEBQQFAAAAAAAAAA	0	made in japan	
1338	Mericans	2017-05-28	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	we are already great	
1339	the-whale	2017-05-29	AQ4OBAAwPz///////////1Vf/9VVf/VVVf9VpV/1apX/Vqlf9VpV/1VVX/1VV//1Vf////////v/	0	try to make good timbeys	
1340	Foray	2017-06-01	AQ4OBAAwDAf/////////88///zz///AP///8////zz///MD///zP//8AP//z8//8Pw//////////	0	Taking what was yours	
1341	Summit	2017-06-02	AQ4OBAAwDAcAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA	0	Celph Titled In Sanity	
1342	Exilium	2017-06-02	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0		
1343	WAAAAAAGGHH	2017-06-03	AQ4OBAAwBAgAAAAAAAAAAgAIAIAAICzqw4L//+AL//gBLfcQEv/hATu4EAOqoAEu7xAAv/AAAAIA	0	'ERE WE GO! 'ERE WE GO!	
1344	Annihilators	2017-06-04	AQ4OBAA0MCr/wP//8iP//KKP/ygKPwoIKDqCoKsAqoA6gqCrCggoPygKP/yij//yo///wP//////	0	Total Annihilation	
1345	hybridizatio	2017-06-06	AQ4OBAAVFQ9UAAFQVAFQAFBQBUFUFUUFBRARVEBVX2alVfZqARVEBFBQUVQVQVAFBQAFQBUFQAAV	0	loners only	
1346	miomonster	2017-06-06	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	dick	
1347	iwantferal	2017-06-14	AQ4OBAAwDAcAAAAAAAAA/w/ADADAAP8PwwwA8DDADMMMAPwwAAAPD8AAwMwPDD/D8P/PM8AAAAAA	0	marmar	
1348	CpBarnen	2017-06-17	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	Vi e CP	
1349	IceFire	2017-06-19	AQ4OBAADMD/wAAAMVVqo8VaqM8WgDwxaP8PFoAw8WqjAxao8PFoPAMWj/DxaPw8VY/zFVYzPAAAA	0	Loyalty is Royalty	
1350	Core_legion	2017-06-20	AQ4OBAAQAABVVVVVVVVVUAVVVUFVVVQVVVVBVVVUFVVVQVVVVBVRVUAAFVQAAVVVVRVVVVVVVVVV	0	The Core of the Legion	
1351	Nefarious	2017-06-21	AQ4OBAAECAwp9faAp12gEp9oQ0paHA0qhwAzrMAVddVBV11UAzrMANKocDSlocEp9oQKddoCn19o	0	Wickedly awesome	
1352	Infamous	2017-06-22	AQ4OBAACEB+qAAqgqqqgAqCIAiIIiKIqiKIiqIgCCggIKKKCoKCgqCgCggqgqgICqAiiCgiqKKKK	0	Outlaws of galcon	
1353	BBW	2017-06-23	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	thicc	
1354	Ataraxia	2017-06-23	AQ4OBAA/AwcBUFQAVQVQEFBQRQQBBVUQRVVEoRUAKoAAAqgAVEoRVVEEVVBAEFEFBQQFUFUAFQVA	0	One Must Be At Peace	
1355	omni	2017-06-24	AQ4OBAAwDAcAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA	0		
1356	DeadSea	2017-06-24	AQ4OBAAgDwBVVVVVVVVVUAAFVQqoFVKqoFUqqoVSqqhVKqqFUqqoVSqqBVCqgVXwAFVVVVVVVVVV	0	Get Salty	
1357	NotObscene_N	2017-06-25	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	thefk	
1358	DarkHorse	2017-07-05	AQ4OBAALPyP0lWH9AlgHTMozEAwDAI8UTyYFBQlYABJVhAAlYFBQmPEU8gDAMATMozHQJYB/SVYf	0	Who says we can't?	
1359	Clan~1359	2017-07-06	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0		
1360	WarPrimeTime	2017-07-08	AQ4OBAAwDAcADwAAAFAAAB9AA/1X/A/ffwA1VcAAX1AAFfVAAVVUAFUFUBVAFUFAABQQAABAAAAA	0	Waba luba dub dub	
1361	Scourge	2017-07-09	AQ4OBAAfABB+//vXe/7dPe+3weettDfvvcOb/mwgf9CDgfQsPgULw9H0fDd63cHvX7R/n2/X/vv9	0	Bane to All- Inexorable	
1362	TheWarLegend	2017-07-10	AQ4OBAAwDCgAAAAAAAAAAAAABVQCAAQAIABAAgAEgCAASKLAAKqsAAKowAAIDAAAAP8AAAAAAAAA	0	Farm them points	
1363	GalconKing	2017-07-10	AQ4OBAACFTxVVVVVVdVVVX9VVVf1VVV/VVVX9VVVf1VVX/1VVf/VVV/9VV///VX9X9Vf1f1VVVVV	0	.	
1364	ozris	2017-07-10	AQ4OBAAwDAfwAAAzwAAPDwADwDwA8ADwPAADzwAAD8AAAJgAABVQAAUBQAFABQBQABQUAABVAAAB	0	;)	
1365	Ayshy	2017-07-11	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	24682468	
1366	DarkFatigue	2017-07-11	AQ4OBAAQMD8AwDAANw3ADV9XA2panA1fVwA/D8AACgAPAgg/7MMPvvvvu/qqqv7vvvvvvvu/////	0	Darkness Is The Way	
1367	Ignis	2017-07-11	AQ4OBAA8DAcAAAABRVUUEBVAQBBQQARFEQAQUEAERREAVFFQAQUEAFRRUAEFBAEBVAQUVVFAAAAA	0	Burn, Melt, Reforge	
1368	Traveler	2017-07-11	AQ4OBAAwDAcAAAAAO/7ADjrLA4DwLODqsLo4osqjgCyoIPCCCDrCAA4LAAKAKACKCiAAgCAAAAAA	0	Hidden Traveler	
1369	Origin	2017-07-11	AQ4OBAA/AghVVVf3+X5fXln5df1n5VVVn1W9lVVvZWfX2Vn5VVZ+VfZVVVvZf11vZbX1vW/f1VVV	0	The Originals	
1370	killQQ24h1v1	2017-07-15	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	its always fun to kill Q	
1371	worst_clan	2017-07-18	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	the answer is yes	
1372	Great-Eight	2017-07-29	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	8 Skillful players	
1373	Galco_Ninjas	2017-08-01	AQ4OBAA/HCr3///8qAKjy+q+PD+vw8D/8Dwj/IPCP8g8j/8jy/D+PLyj48sqjjxgAJPAAAA/////	0	Master Ninja Squad	
1374	GaLcOoL	2017-08-02	AQ4OBAAVATIAAAACIqIoCqqqAqqqqAv6/gK7rugr+v6AqqqgK/r+grv+6AuqrgK//+gqqqoAAAAA	0	cool members !	
1375	Suicide	2017-08-03	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	Suicide.	
1376	Pokemon-Hunt	2017-08-04	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	Gotta Catch Em' All	
1377	pineapplewar	2017-08-05	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	the pineapples will rise	
1378	Preachers	2017-08-07	AQ4OBAAwDAcAAAAAAAAAAAAAAAAAAAEABAAAAAAAAAAAAAAAAFVQAAQBAAAAAAAAAAAAAAAAAAAA	0	We are always moving	
1379	francophones	2017-08-08	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	on parle francais!	
1380	ScriptKiddie	2017-08-08	AQ4OBAAwEAYAAAABVSgIFVKCgVAoqBQCqgFQKoAFQqAAFSqAFVaqAVVoqBVWgoAAAAAAAAAAAAAA	0	social engineering	
1381	FusterClucks	2017-08-11	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	We like to shuck fit up!	
1382	Drifter	2017-08-11	AQ4OBAAwDD8AAAAAAAAAAAAAAA//AAP//AA8A8ADzzwAPPPAA8A8AD//wAD/8AAAAAAAAAAAAAAA	0	Fk off, Im havin fun.	
1383	Clan_1383	2017-08-11	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0		
1384	La_Familia	2017-08-12	AQ4OBAAqDAJVVVVUMAARQMAEFDMBEUDMRBQzMRFAzEQUMxERQMxEFDMREUDMRBQDEQFADEAVVVVV	0	Warrior	
1385	DarkRogue-	2017-08-12	AQ4OBAADMD8AAAAARKjMBkuDAESozAAAAAARKgABkuAAESoAAAAAAABEqDMGS4DARKgzAAAAAAAA	0	Likeable Rogues-	
1386	captivity	2017-08-12	AQ4OBAAVKgD/////////////////////////////////////////////////////////////////	0		
1387	CannonBall	2017-08-12	AQ4OBAAwDAfABQAzAFAMAAAAADBQwADFMAADXACir6iqKvqKADXAAAxTAAMFDAAAAAAwBQDMAFAD	0	We sink all we attack	
1388	Olympus	2017-08-14	AQ4OBAAVOD/////////////////////6///+W///2n///lv//5Vv//X1//3fd/9d91/d33d93fd3	0	Casually Competitive	974
1389	Irrational	2017-08-15	AQ4OBAAwDAcAAAAQAAAFAAABUAAAVQAAFVAABVUAAVVQAFVVABVVUAVVVQFVVVBVVVUVVVVVVVVV	0	We are not rational	
1390	Clan_1390	2017-08-15	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0		
1391	breakers	2017-08-15	AQ4OBAABPwFVVVV1VVXXf///9aVVp3pf2vVV/1ddX/11r/+vWv/6daqqp/qqqnX///dVVVf1VVVf	0	welcome to our family !	
1392	sexycats	2017-08-16	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	meow	
1393	TheVestige	2017-08-16	AQ4OBAA/PA4AAAACqqqoKqqqg8CgPAwKAwDwoPAPCgwEPKPBU/r8VQ+vBVD68FVD/BVVP8VVVAFV	0	We fight for whats left	
1394	SwordOfAngel	2017-08-16	AQ4OBAA4PyCr7//5b7//mb7//mb79/mb/XvmaV/vmaf/vll//upX//2UH/9VQX/X/UH///Qf///V	0	Echo of silence	
1395	Hello	2017-08-18	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	Hello	
1396	BladeOfDeath	2017-08-18	AQ4OBAAqFQMAPwAAA/AAA//wAA/8AAArAAACsAAACwAAArAAAAsAABVVQAVVVQFVVVQVVVVAAAAA	0	Have Fun!	
1397	Carebears	2017-08-19	AQ4OBAAwJgcAAAAAAAAACgAoAKACgAAAAAACCAAAMMAAAAAAAKqgAAooAAAAAAAAAAAAAAAAAAAA	0	care to share	
1398	KUNCE	2017-08-20	AQ4OBAAwDAcAAAAAAAAAAA//AAP//AD/88A//AwP/8AD//wA///wP///////////////////////	0	Hello	
1399	Eclipse	2017-08-21	AQ4OBAA/MAAAAAAAAAAAAAAAABUAAAFQFQAAAAAAAAAAQAAQAQAEAAVVAAACqAAACqAAACoAAAAA	0	You need my Love <3	
1400	Brazil_Emp.	2017-08-22	AQ4OBAA8BAL/9VVf/1VV93qqr/9VVfd6qq//VVWqqqqlVVVVqqqqpVVVVaqqqqVVVVWqqqqqqqqq	0	Independence or death	
1401	Dynasty	2017-08-22	AQ4OBAALIxMAAAAAAQQAABBAAAUFAAHANAFRBFQACgAAAKAAPzDPwDQBwADw8AADDAAAMMAAAAAA	0	Knowledge is Power	
1402	Wingssssss	2017-08-22	AQ4OBAAgDAcAAAABVVVUFAUBQQBQBAAFAAAAUAAABQAAAFAAAAUAAABQAAAFAAAAUABABQAVAAAF	0	<:)	
1403	Vac-Ban	2017-08-23	AQ4OBAAHPzBVar/1Vqv/VWq/9Var/1Vqv/BAAwNESrM0RKsAREqzxAQDAFVqv/VWq/9Var/1Vqv/	0	VcB	
1404	Blank	2017-08-23	AQ4OBAAwDAcAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA	0	Muerte Alias	
1405	Clan_1391	2017-08-24	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0		
1406	Shadow	2017-09-02	AQ4OBAAwDAcAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA	0	Beat some ass.	
1407	superbats	2017-09-05	AQ4OBAAwDAf/////////////////V///1H//1Vf/9Vf//VX/VVV/9VVf/6qqqqqqqqqqqqqqqqqq	0		
1408	BEER	2017-09-05	AQ4OBAA0DBsAAAAANVcAA1VwADVXAANVfAA1V/ADVXMANVcwA1VzADVX8ANVfAA9XwAD//AAP/8A	0	Cheers 4 Beers	
1409	DragonBall2	2017-09-09	AQ4OBAA4NDQAAAAAAVQAAVVUAFVVUAVVVQFWWVQVVVVBVVVUFWWVQFVVUAVVVQAVVUAAFUAAAAAA	0	Make em squeal!	
1410	DivineOrder	2017-09-11	AQ4OBAARPz4IxAICDE0IhVTfL38BVAR1QwBHBDBUTEFQ9DvQDFVRAVAwHP0DPQgfVVIhxDCAjEAg	0	.Divinity within Unity.	
1411	Croatia	2017-09-11	AQ4OBAAwPwNVVVVVQQQVUk8YVRjyRVQAAVqJmSqoZmKqiZkqqGZir8mZP/xmY//wAP//////////	0	Cro Cro MotherFucker	
1412	The_Avengers	2017-09-11	AQ4OBAA4PyAAAAOAAADhAAA4UAAOFAADhUAA4dQAOHFADhwkA6qqkOF/5DhfAU4XwASF8AABfwAA	0	Avengers Assemble!	
1413	Vanguard	2017-09-13	AQ4OBAAgKhgAFUADAVQMPB9Dw/P8/DAfQMPBVDwPFU8APffAAP/wAD33wA/VfwP9V/w/H0/AA/wA	0	battle stations	
1414	T.W.D	2017-09-14	AQ4OBAAwDAdVVVVVVVVVVVVWVWVVmVmVVlVlZWVWWZZQICAgqqqqqiiiiqqqqqqCqCqqqqqqqqqq	0		
1415	Scouts	2017-09-16	AQ4OBAA4MBUAAAACqqqoKoAqggCgCAFqlAARVEghBQSCAaQIKCqCgqKoqAKAKAIKCggoqqKAAqgA	0	we shall rise once more	
1416	Elements	2017-09-17	AQ4OBAAxHgZVVVVVVVVVVAUAVQAAAFAAAAVAAAFVVVVVVVVVVAAAFQAAAFAAAAVAUAVVVVVVVVVV	0	Skill & Serenity.	
1417	Clan_1235	2017-09-19	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0		
1418	KidneyStones	2017-09-21	AQ4OBAA/FTD////7///+r///qr//6qr/+qqpVqqqlWqqqVaqqpVqqq//qqv//qr///q////v////	0	We're a pain in the d*ck	
1419	DavutLoLoglu	2017-09-24	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	Strategical Depth Works	
1420	iplaysolo	2017-09-25	AQ4OBAADAwNVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	solo	
1421	GALCONERS	2017-09-26	AQ4OBAAAPyNVVVVVV/1VfXVX11d9XX9139f3/f1v1X+Wvffpev/61+v+vV+vr1f+q/19+vfVVVVV	0	We fall to Rise again*G*	
1422	StaySalty.	2017-10-02	AQ4OBAAwPwcAAAAAAIAAAAAAAAAgAAAAAAAAgAAAAAAAAKAAACqAAAqqAAKqqACqqqAqqqqAAAAA	0	Salt thy enemy	
1423	Quasar	2017-10-09	AQ4OBAAgNQUAAAAAAAAAAAUAAAVVAAEVRAAVpUABapQAFqlAAVpUAARRAAAVQAAAUAAAAAAAAAAA	0	"A new light"	
1424	NO_SUICIDES	2017-10-10	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	SUICIDES&TEAMING=HUNTED	
1425	Team420	2017-10-11	AQ4OBAA8CDAAAAAKqqqqqqqqqqqqqqqqqqVVVVVVVVVVVVVVVVVVX//////////////////wAAAA	0	420	
1426	MadWife	2017-10-12	AQ4OBAAwLwGqqqqquqrqmuq6aW+vlpWqpWnWWXadVVdp2aZ2naqnaduudp2652nb/naVuuVqqqqq	0	Be a Man & Join the Clan	
1427	Recon_BR	2017-10-14	AQ4OBAACPyD/////+qr/9lVZ/5QBb+UABb5QUFvlBQW+UAFb5QAFvlBQW/kFBv9lVZ//qq//////	0	Brasil	
1428	FireSquad	2017-10-14	AQ4OBAAwDAdqqaqaqqqqqqgqqqAACqgAAKqFT8poQ8CahT8CoEAwqgQ/AqhAAKqAACqqCqqmqpqp	0	supa hot fire!	
1429	SmokeyNinjas	2017-10-19	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	Fabulous	
1430	Old_School	2017-10-19	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	Fe-fe-fe-feeeeny	
1431	idc_f_youuu	2017-10-19	AQ4OBAAwDAdVaL/w98vwQfz8Nw7PD3Q8w/dwwP99yD/0AA//fwAABfDD/1w8D/UPzD9T/LD0Fovz	0	beach yay	
1432	SpaceFrenzy	2017-10-21	AQ4OBAAwDAcFUlUFValUVVZVUlWpVCZqVoKmqWgqWmqP6qao/qqrzvKr7Cqqqoy+7uzP/v/P/+P8	0	Be fair And Win.	
1433	Clan~1433	2017-10-26	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	u suck	
1434	TheOldEmpire	2017-10-27	AQ4OBAAwDAdVar+1Vmv7VeW+9V6b71XZvvV9a+9XZb719pvrfWm/tdVX+n1pf/dWm+t/ZZ+lf6v/	0	Our great republic lives	
1435	Yams	2017-10-31	AQ4OBAAwDAeqqqqqpVWqqv/6qqqqqqpaWqqlVaqqapqqp62qqmqaqqapqqp/2qqlVaqqpaqqqqqq	0	Yams	
1436	The_Gambit	2017-10-31	AQ4OBAA/FQcAAAAAAAAAAUUUABRRQABVUAAFVQAAVVAAAVQAABVAAAFUAABVUAAVVUABVVQAAAAA	0	Calculated Risk-Takers	
1437	I_sh1t_on_u	2017-11-03	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	name says it all	
1438	particle_men	2017-11-04	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	do whatever particle can	
1439	Divine	2017-11-10	AQ4OBAA4GyAPFSgAMEIA8AAD+v//6qlVWqVWpVUBv5Aw2unD+Wpb/gVUL4AAAKA8CgA/BCoMAVAK	0	Unity To The Players!	
1440	Mordva13rus	2017-11-18	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	Shumbrat	
1441	List	2017-11-21	AQ4OBAAwPweqqqqqVVValRVVaUEVVpUVVWlRFVaVEVVpURVWlRBVaVFVVpQABWlRUValVVWqqqqq	0	Make Galcon Great Again	
1442	Clan~1442	2017-11-21	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	unite!	
1443	KillGalconrs	2017-11-24	AQ4OBAA/ECGpVVaqkABalAABaQAABZBQFBkFAUGQUBQZBQFBkAAAGUAABaUAAWqRERqpERGilVVa	0	Destroy the Teamers!	
1444	Ancestry	2017-11-27	AQ4OBAAPASKqr+q6q/+rqv1+ur3V669dXrvV9ev1X///Vf//vV9euvXV66vdXrqv1+uqv/q6qv6r	0	I am, So we are	
1445	TheEmpire	2017-11-29	AQ4OBAAqIABb//5Vb/+Vlb/lblb5W/laVv/lVb//lW//+Vb//lVb/5Wlb+Vvlblb/lZW//lVv//l	0	For Lord Vader!	
1446	clanName	2017-11-29	AQ4OBAAAAAAAAAAD19VkPVVaw31VvD9VX0P1V9Q9VfnD3f5cP/1lw/9WXD9VZsPVVqw1VWXAAAAA	0	yup	
1447	youtubers	2017-12-01	AQ4OBAAwDAdVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVV	0	we fight till we die	
